size,block_size,assoc,predictor,miss_penalty,pipeline_depth,instructions,cycles,CPI,cache_stalls,cache_hitrate,branch_stalls,branch_hitrate
64,16,2,2,50,13,10000,135350,13.535,438050,0.461,0,
64,16,2,2,75,1,10000,198025,19.802,657075,0.461,0,
64,16,2,2,75,5,10000,198025,19.802,657075,0.461,0,
64,16,2,2,75,9,10000,198025,19.802,657075,0.461,0,
64,16,2,2,75,13,10000,198025,19.802,657075,0.461,0,
64,16,2,2,100,1,10000,260700,26.07,876100,0.461,0,
64,16,2,2,100,5,10000,260700,26.07,876100,0.461,0,
64,16,2,2,100,9,10000,260700,26.07,876100,0.461,0,
64,16,2,2,100,13,10000,260700,26.07,876100,0.461,0,
64,16,4,1,25,1,10000,72675,7.268,531675,0.261,0,
64,16,4,1,25,5,10000,72675,7.268,531675,0.261,0,
64,16,4,1,25,9,10000,72675,7.268,531675,0.261,0,
64,16,4,1,25,13,10000,72675,7.268,531675,0.261,0,
64,16,4,1,50,1,10000,135350,13.535,1063350,0.261,0,
64,16,4,1,50,5,10000,135350,13.535,1063350,0.261,0,
64,16,4,1,50,9,10000,135350,13.535,1063350,0.261,0,
64,16,4,1,50,13,10000,135350,13.535,1063350,0.261,0,
64,16,4,1,75,1,10000,198025,19.802,1595025,0.261,0,
64,16,4,1,75,5,10000,198025,19.802,1595025,0.261,0,
64,16,4,1,75,9,10000,198025,19.802,1595025,0.261,0,
64,16,4,1,75,13,10000,198025,19.802,1595025,0.261,0,
64,16,4,1,100,1,10000,260700,26.07,2126700,0.261,0,
64,16,4,1,100,5,10000,260700,26.07,2126700,0.261,0,
64,16,4,1,100,9,10000,260700,26.07,2126700,0.261,0,
64,16,4,1,100,13,10000,260700,26.07,2126700,0.261,0,
64,16,4,2,25,1,10000,72675,7.268,531675,0.261,0,
64,16,4,2,25,5,10000,72675,7.268,531675,0.261,0,
64,16,4,2,25,9,10000,72675,7.268,531675,0.261,0,
64,16,4,2,25,13,10000,72675,7.268,531675,0.261,0,
64,16,4,2,50,1,10000,135350,13.535,1063350,0.261,0,
64,16,4,2,50,5,10000,135350,13.535,1063350,0.261,0,
64,16,4,2,50,9,10000,135350,13.535,1063350,0.261,0,
64,16,4,2,50,13,10000,135350,13.535,1063350,0.261,0,
64,16,4,2,75,1,10000,198025,19.802,1595025,0.261,0,
64,16,4,2,75,5,10000,198025,19.802,1595025,0.261,0,
64,16,4,2,75,9,10000,198025,19.802,1595025,0.261,0,
64,16,4,2,75,13,10000,198025,19.802,1595025,0.261,0,
64,16,4,2,100,1,10000,260700,26.07,2126700,0.261,0,
64,16,4,2,100,5,10000,260700,26.07,2126700,0.261,0,
64,16,4,2,100,9,10000,260700,26.07,2126700,0.261,0,
64,16,4,2,100,13,10000,260700,26.07,2126700,0.261,0,
64,32,1,1,25,1,10000,41450,4.145,31450,0.874,0,
64,32,1,1,25,5,10000,41450,4.145,31450,0.874,0,
64,32,1,1,25,9,10000,41450,4.145,31450,0.874,0,
64,32,1,1,25,13,10000,41450,4.145,31450,0.874,0,
64,32,1,1,50,1,10000,72900,7.29,62900,0.874,0,
64,32,1,1,50,5,10000,72900,7.29,62900,0.874,0,
64,32,1,1,50,9,10000,72900,7.29,62900,0.874,0,
64,32,1,1,50,13,10000,72900,7.29,62900,0.874,0,
64,32,1,1,75,1,10000,104350,10.435,94350,0.874,0,
64,32,1,1,75,5,10000,104350,10.435,94350,0.874,0,
64,32,1,1,75,9,10000,104350,10.435,94350,0.874,0,
64,32,1,1,75,13,10000,104350,10.435,94350,0.874,0,
64,32,1,1,100,1,10000,135800,13.58,125800,0.874,0,
64,32,1,1,100,5,10000,135800,13.58,125800,0.874,0,
64,32,1,1,100,9,10000,135800,13.58,125800,0.874,0,
64,32,1,1,100,13,10000,135800,13.58,125800,0.874,0,
64,32,1,2,25,1,10000,41450,4.145,31450,0.874,0,
64,32,1,2,25,5,10000,41450,4.145,31450,0.874,0,
64,32,1,2,25,9,10000,41450,4.145,31450,0.874,0,
64,32,1,2,25,13,10000,41450,4.145,31450,0.874,0,
64,32,1,2,50,1,10000,72900,7.29,62900,0.874,0,
64,32,1,2,50,5,10000,72900,7.29,62900,0.874,0,
64,32,1,2,50,9,10000,72900,7.29,62900,0.874,0,
64,32,1,2,50,13,10000,72900,7.29,62900,0.874,0,
64,32,1,2,75,1,10000,104350,10.435,94350,0.874,0,
64,32,1,2,75,5,10000,104350,10.435,94350,0.874,0,
64,32,1,2,75,9,10000,104350,10.435,94350,0.874,0,
64,32,1,2,75,13,10000,104350,10.435,94350,0.874,0,
64,32,1,2,100,1,10000,135800,13.58,125800,0.874,0,
64,32,1,2,100,5,10000,135800,13.58,125800,0.874,0,
64,32,1,2,100,9,10000,135800,13.58,125800,0.874,0,
64,32,1,2,100,13,10000,135800,13.58,125800,0.874,0,
64,32,2,1,25,1,10000,41450,4.145,172250,0.559,0,
64,32,2,1,25,5,10000,41450,4.145,172250,0.559,0,
64,32,2,1,25,9,10000,41450,4.145,172250,0.559,0,
